date,next_trading_day,speaker,Positive,Negative,Polarity,LM_pos_rate,LM_neg_rate,LM_net_polarity_per_token,fomc_hawk,fomc_dove,fomc_neutral,finbert_score,topic_confidence,topic_prob_6,topic_prob_0,topic_prob_1,topic_prob_4,topic_prob_3,topic_prob_2,topic_prob_5,topic_prob_14,topic_prob_15,topic_prob_10,unemployment,fed interest rate,day_of_week,month,year,pre_crisis,crisis,post_crisis,is_chair,is_vice_chair,n_tokens,finbert_label_encoded,target_SP500_1d,target_SP500_5d,target_RSL_1d,target_RSL_5d,target_DJIA_1d,target_DJIA_5d,target_NDQ_1d,target_NDQ_5d,class_SP500_1d,class_SP500_5d,class_RSL_1d,class_RSL_5d,class_DJIA_1d,class_DJIA_5d,class_NDQ_1d,class_NDQ_5d
2002-03-21,2002-03-22,Governor Susan S. Bies,78,89,-0.0658682630786331,0.0527383367139959,0.0601757944557133,-0.0074374577417173,0.0001684126764303,0.000820689019747,0.9990109205245972,0.3563321530818939,0.0130527351852556,0.0050055147264774,0.0051015126517371,0.0183990114861312,0.0124654312545909,0.006289544422641,0.023946404495248,0.0053030212113788,0.0066413023810865,0.004257701445713,0.0048117510152839,5.7,1.73,3.0,3.0,2002.0,1,0,0,0,0,1479,1,-0.0140012103464958,-0.0062305123818896,-0.0146513073649197,-0.0018803100906999,-0.0289095984666354,0.0057275315183625,-0.011942912528225,0.0041998950815911,Bearish,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish,Neutral
2002-03-13,2002-03-14,Chairman Alan Greenspan,47,71,-0.2033898287848319,0.0413732394366197,0.0625,-0.0211267605633802,0.0042553665116429,0.3110827803611755,0.684661865234375,0.5020073652267456,0.1116653466996471,0.029299400471221,0.4192628761917222,0.0186019460727506,0.0233994271581112,0.0223723859742478,0.0141063607668931,0.0296714272753359,0.0270763534125048,0.0310928430737077,0.0321484415965199,5.7,1.73,2.0,3.0,2002.0,1,0,0,1,0,1136,1,0.0085660952810381,-0.0035465731115438,0.0113786119065344,0.0004769363935181,0.0123342924716183,0.0079746205729377,0.0027322109548391,0.015429107451596,Bullish,Neutral,Bullish,Neutral,Bullish,Neutral,Neutral,Bullish
2002-03-12,2002-03-13,Governor Mark W. Olson,48,88,-0.2941176448961938,0.0361718161266013,0.0663149962321024,-0.0301431801055011,0.0001175257129943,0.0012591707054525,0.9986233711242676,0.4800658822059631,0.1917946489822235,0.0141480890860571,0.0154883721264812,0.5344044719653549,0.0284880895272031,0.0265642799454907,0.0346947356874036,0.0146469476341237,0.0178029559377239,0.0122142275125655,0.0133204818295209,5.7,1.73,1.0,3.0,2002.0,1,0,0,0,0,1327,1,0.0014559377282312,-2.659501758153837e-05,-0.0009097442910927,-0.0019409147473029,-0.0061093058499987,-0.0237170901227741,0.0046624230531422,0.0072459304661202,Neutral,Neutral,Neutral,Neutral,Neutral,Bearish,Neutral,Neutral
2002-03-07,2002-03-08,Governor Edward M. Gramlich,82,133,-0.2372093012222823,0.05,0.0810975609756097,-0.0310975609756097,0.0008479512762278,0.0210840255022048,0.9780680537223816,0.8871244788169861,0.1187667503697884,0.0280427185807793,0.1313003115539322,0.0134410682261701,0.0223865451833211,0.0160589204212216,0.0120476026995979,0.0300500985446193,0.0237412040886474,0.0271309540708204,0.0354774870313082,5.7,1.73,3.0,3.0,2002.0,1,0,0,0,0,1640,0,0.003665172456155,0.0032859083910096,0.0033925251634824,0.0015889028633591,-0.0008423433299101,-0.0383895362606,0.0018005279293684,-0.0014604600928562,Neutral,Neutral,Neutral,Neutral,Neutral,Bearish,Neutral,Neutral
2002-03-04,2002-03-05,Vice Chairman Roger W. Ferguson,81,134,-0.246511626760411,0.0512333965844402,0.0847564832384566,-0.0335230866540164,0.0002522965078242,0.0027370285242795,0.9970107078552246,0.6886543035507202,0.0125344770676791,0.0167241313801744,0.018193014869288,0.0473174778685,0.0520916092662596,0.024760482729612,0.0454095157341594,0.0186222806172565,0.0220082008560789,0.0140523125806145,0.0165377236720721,5.7,1.73,0.0,3.0,2002.0,1,0,0,1,1,1581,0,0.0135027647435203,0.0190675388147975,0.0145095753313468,0.0169612273873999,0.0140098073211732,0.0144034748283262,0.0147869962657761,0.0231957128807789,Bullish,Bullish,Bullish,Bullish,Bullish,Neutral,Bullish,Bullish
2002-03-04,2002-03-05,Vice Chairman Roger W. Ferguson,81,134,-0.246511626760411,0.0512333965844402,0.0847564832384566,-0.0335230866540164,0.0002522965078242,0.0027370285242795,0.9970107078552246,0.6886543035507202,0.0125344770676791,0.0167241313801744,0.018193014869288,0.0473174778685,0.0520916092662596,0.024760482729612,0.0454095157341594,0.0186222806172565,0.0220082008560789,0.0140523125806145,0.0165377236720721,5.7,1.73,0.0,3.0,2002.0,1,0,0,1,1,1581,0,0.0135027647435203,0.0190675388147975,0.0145095753313468,0.0169612273873999,0.0140098073211732,0.0144034748283262,0.0147869962657761,0.0231957128807789,Bullish,Bullish,Bullish,Bullish,Bullish,Neutral,Bullish,Bullish
2002-03-04,2002-03-05,Vice Chairman Roger W. Ferguson,30,75,-0.4285714244897959,0.0294695481335952,0.0736738703339882,-0.0442043222003929,0.0001878132170531,0.000191341881873,0.999620795249939,0.6805399060249329,0.3401848799989762,4.28856294871858e-308,4.532427304249553e-308,4.588149835150821e-308,1.0,5.098246225377444e-308,6.50061496562114e-308,5.079080754946508e-308,4.9878380819085e-308,3.32809698359089e-308,4.515322863101628e-308,5.7,1.73,0.0,3.0,2002.0,1,0,0,1,1,1018,0,0.0135027647435203,0.0190675388147975,0.0145095753313468,0.0169612273873999,0.0140098073211732,0.0144034748283262,0.0147869962657761,0.0231957128807789,Bullish,Bullish,Bullish,Bullish,Bullish,Neutral,Bullish,Bullish
2002-03-04,2002-03-05,Vice Chairman Roger W. Ferguson,30,75,-0.4285714244897959,0.0294695481335952,0.0736738703339882,-0.0442043222003929,0.0001878132170531,0.000191341881873,0.999620795249939,0.6805399060249329,0.3401848799989762,4.28856294871858e-308,4.532427304249553e-308,4.588149835150821e-308,1.0,5.098246225377444e-308,6.50061496562114e-308,5.079080754946508e-308,4.9878380819085e-308,3.32809698359089e-308,4.515322863101628e-308,5.7,1.73,0.0,3.0,2002.0,1,0,0,1,1,1018,0,0.0135027647435203,0.0190675388147975,0.0145095753313468,0.0169612273873999,0.0140098073211732,0.0144034748283262,0.0147869962657761,0.0231957128807789,Bullish,Bullish,Bullish,Bullish,Bullish,Neutral,Bullish,Bullish
2002-03-01,2002-03-04,Governor Edward M. Gramlich,17,44,-0.4426229435635583,0.022020725388601,0.0569948186528497,-0.0349740932642487,0.0007004935177974,0.0034936575684696,0.9958058595657348,0.7103062868118286,0.3457827124190735,2.125350219136524e-308,2.5011165466254905e-308,1.0,3.125914637497808e-308,4.291735756151869e-308,3.348926959133082e-308,2.174640521824734e-308,2.528569475269091e-308,1.9058016691677425e-308,1.9811972509746586e-308,5.7,1.73,4.0,3.0,2002.0,1,0,0,0,0,772,0,-0.0144906734715112,0.002306634206889,-0.0066733268043812,0.0124974384424799,0.0028433800353495,0.0395397735912912,-0.0008401714387487,0.0261270491803278,Bearish,Neutral,Bearish,Bullish,Neutral,Bullish,Neutral,Bullish
2002-02-28,2002-03-01,Governor Susan S. Bies,82,49,0.2519083950236,0.0554428668018931,0.033130493576741,0.0223123732251521,0.0002322410437045,9.173278522212058e-05,0.999675989151001,0.815479040145874,0.041729976945388,0.0046505971968536,0.004530203397475,0.0095678663345469,0.0105316576478881,0.0059776893966677,0.0245430313540727,0.0051677541356748,0.0057034174665196,0.0040782870770176,0.0047261707924892,5.7,1.74,3.0,2.0,2002.0,1,0,0,0,0,1479,0,0.0210206284536038,0.0196385982555753,0.0194913640039596,0.0287423602244373,0.0413052128523475,0.0833907721986083,0.0201948483005082,0.0449680351430005,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish
2002-02-28,2002-03-01,Governor Susan S. Bies,82,49,0.2519083950236,0.0554428668018931,0.033130493576741,0.0223123732251521,0.0002322410437045,9.173278522212058e-05,0.999675989151001,0.815479040145874,0.041729976945388,0.0046505971968536,0.004530203397475,0.0095678663345469,0.0105316576478881,0.0059776893966677,0.0245430313540727,0.0051677541356748,0.0057034174665196,0.0040782870770176,0.0047261707924892,5.7,1.74,3.0,2.0,2002.0,1,0,0,0,0,1479,0,0.0210206284536038,0.0196385982555753,0.0194913640039596,0.0287423602244373,0.0413052128523475,0.0833907721986083,0.0201948483005082,0.0449680351430005,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish
2002-02-28,2002-03-01,Chairman Alan Greenspan,30,46,-0.2105263130193906,0.0332594235033259,0.0509977827050997,-0.0177383592017738,0.0009810732444748,0.0002673200506251,0.9987516403198242,0.902190923690796,1.0,0.0217384402540377,0.0581954653007878,0.0251760340878115,0.0228680973708348,0.0318702554412082,0.0148048788581172,0.0227856476051562,0.0216152711382228,0.0215158374131396,0.0219082867645856,5.7,1.74,3.0,2.0,2002.0,1,0,0,1,0,902,0,0.0210206284536038,0.0196385982555753,0.0194913640039596,0.0287423602244373,0.0413052128523475,0.0833907721986083,0.0201948483005082,0.0449680351430005,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish
2002-02-28,2002-03-01,Chairman Alan Greenspan,30,46,-0.2105263130193906,0.0332594235033259,0.0509977827050997,-0.0177383592017738,0.0009810732444748,0.0002673200506251,0.9987516403198242,0.902190923690796,1.0,0.0217384402540377,0.0581954653007878,0.0251760340878115,0.0228680973708348,0.0318702554412082,0.0148048788581172,0.0227856476051562,0.0216152711382228,0.0215158374131396,0.0219082867645856,5.7,1.74,3.0,2.0,2002.0,1,0,0,1,0,902,0,0.0210206284536038,0.0196385982555753,0.0194913640039596,0.0287423602244373,0.0413052128523475,0.0833907721986083,0.0201948483005082,0.0449680351430005,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish
2002-02-27,2002-02-28,Vice Chairman Roger W. Ferguson,75,100,-0.1428571420408163,0.0672043010752688,0.089605734767025,-0.0224014336917562,0.0243661645799875,0.908596694469452,0.0670371949672699,0.9461413025856018,1.0,0.0315660126966122,0.378734626634147,0.0200504358215763,0.0253372250103658,0.0243285176994489,0.0156643308103704,0.0361075898745906,0.0287497161342393,0.0348922204082944,0.0372546795668138,5.7,1.74,2.0,2.0,2002.0,1,0,0,1,1,1116,-1,0.0259971395377399,0.0414837568125858,0.0226342913539896,0.0459100769749001,0.0560542554691492,0.1085844021363787,0.0191324596612169,0.0544571946350023,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish
2002-02-20,2002-02-21,Governor Edward M. Gramlich,62,53,0.0782608688846881,0.0516236469608659,0.0441298917568692,0.0074937552039966,0.0380541086196899,0.0004339450097177,0.9615119099617004,0.7750641107559204,0.2850097161545192,3.950707716515407e-308,8.573774444242971e-308,5.079520223119391e-308,4.473381580972048e-308,6.448478691125662e-308,2.7815051849155534e-308,3.9561200329217546e-308,4.178010839637897e-308,3.7121855751317904e-308,3.783019867726562e-308,5.7,1.74,2.0,2.0,2002.0,1,0,0,0,0,1201,0,0.0135714336781748,0.0276013255070743,0.0082242611129217,0.0238494199189578,0.0058668898050713,0.0081364514764509,0.0144620993968777,0.0238198735974221,Bullish,Bullish,Bullish,Bullish,Neutral,Neutral,Bullish,Bullish
2002-02-08,2002-02-11,Governor Mark W. Olson,32,52,-0.238095235260771,0.0233066278222869,0.0378732702112163,-0.0145666423889293,0.0002509697515051,0.0001550988235976,0.9995939135551452,0.82132488489151,0.0175385785007642,2.45962784348187e-308,2.474008407929748e-308,5.958725867064323e-308,6.677538889282707e-308,2.997021986569784e-308,1.0,2.8392471063894117e-308,3.1643084175442865e-308,2.150287499540624e-308,2.5386417451002407e-308,5.7,1.74,4.0,2.0,2002.0,1,0,0,0,0,1373,0,-0.002128528756379,-0.0141268314658691,-0.0039929687215254,-0.0257207916731254,-0.008716605367429,-0.0611583296481643,0.001463978678358,-0.0240600784216018,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish
2002-02-07,2002-02-08,Governor Mark W. Olson,52,65,-0.1111111101614435,0.0321384425216316,0.0401730531520395,-0.0080346106304079,0.0002830101293511,0.0002510457998141,0.9994660019874572,0.8467872142791748,1.0,0.0138060929567307,0.0143466805040445,0.037121771992628,0.0420783042674668,0.0181334865044829,0.1391478385852054,0.0162708201075898,0.0179219036283587,0.0119972040636689,0.0143421353602807,5.7,1.74,3.0,2.0,2002.0,1,0,0,0,0,1618,0,0.0144228832296963,0.0162967867035233,0.0143401608465881,0.007261392075084,0.0175392481130702,-0.0106530862814162,0.0099642011757511,0.0055285030064721,Bullish,Bullish,Bullish,Neutral,Bullish,Neutral,Bullish,Neutral
2002-01-18,2002-01-22,Governor Edward M. Gramlich,29,100,-0.5503875926326544,0.0236928104575163,0.0816993464052287,-0.0580065359477124,0.0020399454515427,0.0005377219058573,0.9974223375320436,0.6881906986236572,0.6274403532504936,0.0159352795062983,0.0222010037933005,0.0336111868737544,0.0278480631637552,0.5422122271393526,0.0186129268919918,0.017247865146718,0.0172755679801499,0.0140620598873935,0.0155722692272009,5.7,1.73,4.0,1.0,2002.0,1,0,0,0,0,1224,1,0.0017665750370641,-0.0098375066641157,0.0079245201533624,-0.0166799572665045,0.0315824759387907,0.0116860834579277,0.0170845912199503,0.0096926450834796,Neutral,Neutral,Bullish,Bearish,Bullish,Neutral,Bullish,Neutral
2002-01-16,2002-01-17,Governor Laurence H. Meyer,37,55,-0.1956521717863894,0.0360623781676413,0.0536062378167641,-0.0175438596491228,0.0001687377080088,0.000177236055606,0.9996540546417236,0.8979510068893433,0.0132882631839894,0.0874685921065771,0.0301564781666696,0.0113566451865496,0.0165975347010272,0.0107275584691482,0.0114214407901884,0.0192247260410214,0.0535309656386328,0.0679131202651922,0.0301446541498749,5.7,1.73,2.0,1.0,2002.0,1,0,0,0,0,1026,0,-0.0079380824217382,-0.0010111594367131,-0.0099220714910064,-0.0049170900902011,-0.0337635287579311,-0.0274975897450938,-0.0166255919229483,-0.0063019723721632,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
2002-01-16,2002-01-17,Governor Laurence H. Meyer,37,55,-0.1956521717863894,0.0360623781676413,0.0536062378167641,-0.0175438596491228,0.0001687377080088,0.000177236055606,0.9996540546417236,0.8979510068893433,0.0132882631839894,0.0874685921065771,0.0301564781666696,0.0113566451865496,0.0165975347010272,0.0107275584691482,0.0114214407901884,0.0192247260410214,0.0535309656386328,0.0679131202651922,0.0301446541498749,5.7,1.73,2.0,1.0,2002.0,1,0,0,0,0,1026,0,-0.0079380824217382,-0.0010111594367131,-0.0099220714910064,-0.0049170900902011,-0.0337635287579311,-0.0274975897450938,-0.0166255919229483,-0.0063019723721632,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
2002-01-16,2002-01-17,Governor Laurence H. Meyer,37,55,-0.1956521717863894,0.0360623781676413,0.0536062378167641,-0.0175438596491228,0.0001687377080088,0.000177236055606,0.9996540546417236,0.8979510068893433,0.0132882631839894,0.0874685921065771,0.0301564781666696,0.0113566451865496,0.0165975347010272,0.0107275584691482,0.0114214407901884,0.0192247260410214,0.0535309656386328,0.0679131202651922,0.0301446541498749,5.7,1.73,2.0,1.0,2002.0,1,0,0,0,0,1026,0,-0.0079380824217382,-0.0010111594367131,-0.0099220714910064,-0.0049170900902011,-0.0337635287579311,-0.0274975897450938,-0.0166255919229483,-0.0063019723721632,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
2002-01-16,2002-01-17,Vice Chairman Roger W. Ferguson,75,104,-0.1620111722792672,0.0664893617021276,0.0921985815602836,-0.025709219858156,0.0172273721545934,0.9209877848625184,0.0617847852408885,0.9470816254615784,1.0,0.0352383811144496,0.3198756805178782,0.0216266808553697,0.0276421147216547,0.0258375481742346,0.0170244710568785,0.0396587085437972,0.031907437087304,0.0389214999951008,0.04147746022048,5.7,1.73,2.0,1.0,2002.0,1,0,0,1,1,1128,-1,-0.0079380824217382,-0.0010111594367131,-0.0099220714910064,-0.0049170900902011,-0.0337635287579311,-0.0274975897450938,-0.0166255919229483,-0.0063019723721632,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
2002-01-16,2002-01-17,Vice Chairman Roger W. Ferguson,75,104,-0.1620111722792672,0.0664893617021276,0.0921985815602836,-0.025709219858156,0.0172273721545934,0.9209877848625184,0.0617847852408885,0.9470816254615784,1.0,0.0352383811144496,0.3198756805178782,0.0216266808553697,0.0276421147216547,0.0258375481742346,0.0170244710568785,0.0396587085437972,0.031907437087304,0.0389214999951008,0.04147746022048,5.7,1.73,2.0,1.0,2002.0,1,0,0,1,1,1128,-1,-0.0079380824217382,-0.0010111594367131,-0.0099220714910064,-0.0049170900902011,-0.0337635287579311,-0.0274975897450938,-0.0166255919229483,-0.0063019723721632,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
2002-01-16,2002-01-17,Vice Chairman Roger W. Ferguson,75,104,-0.1620111722792672,0.0664893617021276,0.0921985815602836,-0.025709219858156,0.0172273721545934,0.9209877848625184,0.0617847852408885,0.9470816254615784,1.0,0.0352383811144496,0.3198756805178782,0.0216266808553697,0.0276421147216547,0.0258375481742346,0.0170244710568785,0.0396587085437972,0.031907437087304,0.0389214999951008,0.04147746022048,5.7,1.73,2.0,1.0,2002.0,1,0,0,1,1,1128,-1,-0.0079380824217382,-0.0010111594367131,-0.0099220714910064,-0.0049170900902011,-0.0337635287579311,-0.0274975897450938,-0.0166255919229483,-0.0063019723721632,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
2002-01-11,2002-01-14,Chairman Alan Greenspan,85,118,-0.1625615755538838,0.0599013389711064,0.0831571529245947,-0.0232558139534883,0.0005362752708606,0.9853429794311525,0.0141207464039325,0.8127632737159729,0.0570334192926733,0.0207507934883088,0.5667833594597631,0.0145601688330941,0.0178977419547782,0.017464260844546,0.0112906705363515,0.0265008825673205,0.0191779155920911,0.0231509901518508,0.0257131260497717,5.7,1.73,4.0,1.0,2002.0,1,0,0,1,0,1419,-1,0.0033089757596496,-0.0179569888439061,0.0068340114659728,-0.0167777646124671,0.0054247213541297,-0.063588055474493,0.0041199772140138,-0.0281153947439582,Neutral,Bearish,Bullish,Bearish,Neutral,Bearish,Neutral,Bearish
2002-01-10,2002-01-11,Chairman Alan Greenspan,68,25,0.4623655864261765,0.0673267326732673,0.0247524752475247,0.0425742574257425,0.0037032174877822,0.0001868422114057,0.996109902858734,0.6316318511962891,0.1770553669100836,0.0177957916694634,0.0248537628087418,0.0408191072942096,0.0312178661261375,0.2696090201971143,0.0200551669435712,0.0186043869121899,0.0198465633433368,0.0155384933348618,0.0169176731166168,5.7,1.73,3.0,1.0,2002.0,1,0,0,1,0,1010,0,-0.0096230348175376,-0.0215949947742453,-0.0062761361378107,-0.0157297659874978,-0.0186088554813241,-0.0525955506041963,-0.0141445741136642,-0.0317794163502313,Bearish,Bearish,Bearish,Bearish,Bearish,Bearish,Bearish,Bearish
2002-01-08,2002-01-09,Vice Chairman Roger W. Ferguson,121,91,0.1415094332947668,0.0673344462993878,0.0506399554813578,0.01669449081803,0.0001987194118555,7.57663874537684e-05,0.9997255206108092,0.9070419669151306,1.0,0.0158129455832217,0.0071650314458446,0.0045114089386741,0.0067583622557106,0.0042187482504724,0.0047450280583366,0.0052515820388754,0.846326713387813,0.0088353327076243,0.0065577760995912,5.7,1.73,1.0,1.0,2002.0,1,0,0,1,1,1797,0,-0.0025984999731046,-0.037826125823163,0.0012206608392114,-0.0238672957474907,0.0017656999371549,-0.0573118401322979,0.0011521351325344,-0.0370295047262337,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish
2003-12-11,2003-12-12,Chairman Alan Greenspan,54,95,-0.2751677833881357,0.0423529411764705,0.0745098039215686,-0.032156862745098,0.001077142660506,0.006222900468856,0.992699921131134,0.8571882843971252,0.0402951521449653,0.036936893569377,0.2153730336234512,0.0185544286563748,0.0247028725516435,0.0220229523891409,0.0154300193321758,0.0376318305872971,0.0314652755231076,0.0422699072080678,0.0424681714601924,5.7,0.98,3.0,12.0,2003.0,1,0,0,1,0,1275,-1,-0.0019258648984963,0.0235068517768641,-0.0056789389676856,0.0135178089757715,-0.0144292004772324,0.0062796956764852,-0.0225351563218403,-0.0012966305773199,Neutral,Bullish,Bearish,Bullish,Bearish,Neutral,Bearish,Neutral
2003-12-02,2003-12-03,Vice Chairman Roger W. Ferguson,70,90,-0.12499999921875,0.0348605577689243,0.0448207171314741,-0.0099601593625498,0.0001591342588653,0.0001978924701688,0.9996429681777954,0.8399280905723572,1.0,1.588366557441649e-308,1.51883398143286e-308,2.5251053366509814e-308,3.1618601319732266e-308,1.9639037784994207e-308,4.028331582440173e-308,1.74418083631774e-308,1.811636820213193e-308,1.401692852197825e-308,1.6231507118302426e-308,5.7,0.98,1.0,12.0,2003.0,1,0,0,1,1,2008,0,0.0058136280112858,0.0049061449903673,0.0046866250842097,-0.0053346216832594,0.008881709838982,-0.0217007389717401,-0.0019075515374211,-0.030631545208546,Bullish,Neutral,Neutral,Neutral,Neutral,Bearish,Neutral,Bearish
2003-11-22,2003-11-24,Governor Mark W. Olson,39,42,-0.0370370365797896,0.029367469879518,0.0316265060240963,-0.0022590361445783,0.0001321234594797,0.0002049696340691,0.9996628761291504,0.9209830164909364,0.2541291254478551,2.523891347755181e-308,2.512632423351496e-308,5.850520263343731e-308,7.451722756879908e-308,3.0646774594050506e-308,1.0,2.8899035806523673e-308,3.243436659646785e-308,2.1847889108670617e-308,2.592130937953626e-308,5.8,1.0,5.0,11.0,2003.0,1,0,0,0,0,1328,0,0.00165682586107,0.0108588314839391,0.0017204572554901,0.0138202795128093,-0.0056013646870539,0.0088634304946388,0.0068024371072384,0.0261162268823028,Neutral,Neutral,Neutral,Bullish,Neutral,Neutral,Neutral,Bullish
2003-11-21,2003-11-24,Vice Chairman Roger W. Ferguson,52,75,-0.1811023607787215,0.0445969125214408,0.0643224699828473,-0.0197255574614065,0.0002798017230816,0.9909427762031556,0.0087773986160755,0.7973031997680664,0.4365676303047662,0.0342241684033674,0.2901474860231005,0.021035036968104,0.0273057949408051,0.0251159410456982,0.0166432668068575,0.0392031558452756,0.0309883715630052,0.0374553814905357,0.040804572787202,5.8,1.0,4.0,11.0,2003.0,1,0,0,1,1,1166,-1,0.00165682586107,0.0108588314839391,0.0017204572554901,0.0138202795128093,-0.0056013646870539,0.0088634304946388,0.0068024371072384,0.0261162268823028,Neutral,Neutral,Neutral,Bullish,Neutral,Neutral,Neutral,Bullish
2003-11-20,2003-11-21,Chairman Alan Greenspan,40,143,-0.562841526979008,0.0190566936636493,0.0681276798475464,-0.049070986183897,0.0007677974062971,0.0002287755487486,0.9990034699440002,0.5559491515159607,0.2607323525327878,0.0193325212279546,0.0213099181432771,0.0079351270700849,0.0154360172219647,0.0088924775435544,0.0096292870830145,0.0525046936346354,0.0159230256101416,0.0208239560513722,0.5244153579191996,5.8,1.0,3.0,11.0,2003.0,1,0,0,1,0,2099,0,0.01238608201233,0.0280956203665153,0.0162274228058107,0.0336526976609164,0.0334882722915081,0.053709268524743,0.0258209595934099,0.0544940098089356,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish,Bullish
2003-11-14,2003-11-17,Governor Edward M. Gramlich,52,85,-0.2408759106505408,0.0407204385277995,0.0665622552858261,-0.0258418167580266,0.0726516544818878,0.0024898163974285,0.9248585104942322,0.6670092940330505,0.5148536203967532,0.0162354981169112,0.0230260211325993,0.0326501793980297,0.0287530986767378,0.5452741276902602,0.0175751568291865,0.0169703441671126,0.017848464701224,0.0141095070295286,0.0154667931550909,5.8,1.0,4.0,11.0,2003.0,1,0,0,0,0,1277,0,-0.008925078616115,0.0038060557789758,-0.0090836603244408,0.0080966924411337,-0.0208430843609865,0.0183390554932735,-0.0086087856705822,0.0252750560377199,Bearish,Neutral,Bearish,Neutral,Bearish,Bullish,Bearish,Bullish
2003-11-13,2003-11-14,Vice Chairman Roger W. Ferguson,65,49,0.1403508759618344,0.0384160756501182,0.0289598108747044,0.0094562647754137,0.0001632251660339,7.814192940713838e-05,0.9997586607933044,0.6570501327514648,1.0,0.0039507979131969,0.003778925193085,0.0062992421706938,0.0078950940368503,0.0048912830398882,0.0100763281239274,0.0043382899204537,0.0045086891547803,0.0034843350240085,0.0040360370373515,5.8,1.0,3.0,11.0,2003.0,1,0,0,1,1,1692,0,-0.005921947614786,-0.0143468123171072,-0.0063978396337623,-0.0143475476168366,-0.0097761363472763,-0.0242911689716904,-0.0126651150587544,-0.0131905377646424,Bearish,Bearish,Bearish,Bearish,Bearish,Bearish,Bearish,Neutral
2003-11-06,2003-11-07,Governor Ben S. Bernanke,82,217,-0.4515050152123578,0.0313335880779518,0.0829193733282384,-0.0515857852502865,0.000353614683263,0.9682881832122804,0.0313582271337509,0.6075059771537781,0.2400039909678726,0.0334782252473546,0.2175445734661149,0.0168079890108972,0.0221000295790395,0.0198479059103997,0.0138899068208869,0.0331211601369048,0.0285989028233252,0.0384147168452892,0.0376106988318905,5.8,1.0,3.0,11.0,2003.0,1,0,0,0,0,2617,0,-0.0054292462339071,-0.0041907473451316,-0.0057917944305309,-0.0027154940207902,-0.0153891027904553,-0.020337830420711,-0.0179571231866699,-0.0184175622427383,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Bearish
2003-11-06,2003-11-07,Governor Ben S. Bernanke,82,217,-0.4515050152123578,0.0313335880779518,0.0829193733282384,-0.0515857852502865,0.000353614683263,0.9682881832122804,0.0313582271337509,0.6075059771537781,0.2400039909678726,0.0334782252473546,0.2175445734661149,0.0168079890108972,0.0221000295790395,0.0198479059103997,0.0138899068208869,0.0331211601369048,0.0285989028233252,0.0384147168452892,0.0376106988318905,5.8,1.0,3.0,11.0,2003.0,1,0,0,0,0,2617,0,-0.0054292462339071,-0.0041907473451316,-0.0057917944305309,-0.0027154940207902,-0.0153891027904553,-0.020337830420711,-0.0179571231866699,-0.0184175622427383,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Bearish
2003-11-06,2003-11-07,Chairman Alan Greenspan,46,86,-0.3030303007346189,0.0475206611570247,0.0888429752066115,-0.0413223140495867,0.0037814672105014,0.0528955422341823,0.9433229565620422,0.963706910610199,0.3559271326054907,0.0238851514492698,0.5099905108765347,0.0163331495092252,0.0202623826022294,0.0205135689898501,0.01257510811472,0.02828176565527,0.0219672767947431,0.0262419864453796,0.0283317508648902,5.8,1.0,3.0,11.0,2003.0,1,0,0,1,0,968,-1,-0.0054292462339071,-0.0041907473451316,-0.0057917944305309,-0.0027154940207902,-0.0153891027904553,-0.020337830420711,-0.0179571231866699,-0.0184175622427383,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Bearish
2003-11-06,2003-11-07,Chairman Alan Greenspan,46,86,-0.3030303007346189,0.0475206611570247,0.0888429752066115,-0.0413223140495867,0.0037814672105014,0.0528955422341823,0.9433229565620422,0.963706910610199,0.3559271326054907,0.0238851514492698,0.5099905108765347,0.0163331495092252,0.0202623826022294,0.0205135689898501,0.01257510811472,0.02828176565527,0.0219672767947431,0.0262419864453796,0.0283317508648902,5.8,1.0,3.0,11.0,2003.0,1,0,0,1,0,968,-1,-0.0054292462339071,-0.0041907473451316,-0.0057917944305309,-0.0027154940207902,-0.0153891027904553,-0.020337830420711,-0.0179571231866699,-0.0184175622427383,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Bearish
